0.00000 0.00001 -0.00213 0.00289 0.09932 0.00000 0.02000 0.10000 0.00126 -0.00000 0.00000 -0.00000 0.00027 0.01050 -0.00000 0.00001 0.00053 0.00009 0.00350 0.09992 1.00000 -0.00006 0.00179 -0.00006 0.99755 0.06997 -0.00179 -0.06997 0.99755
0.05000 0.00585 -0.00194 0.00313 0.09929 0.00006 0.02000 0.10000 0.00126 -0.00000 0.00000 0.00363 0.00142 0.00897 0.00018 0.00008 0.00097 0.00056 0.00649 0.09990 0.99994 -0.00073 0.01125 -0.00073 0.99159 0.12944 -0.01125 -0.12944 0.99152
0.10000 0.00556 -0.00165 0.00374 0.09938 0.00013 0.02000 0.10000 0.00126 -0.00001 0.00000 0.00536 0.00135 0.00880 0.00045 0.00015 0.00141 0.00101 0.00944 0.09985 0.99980 -0.00190 0.02014 -0.00190 0.98229 0.18733 -0.02014 -0.18733 0.98209
0.15000 0.00685 -0.00132 0.00455 0.09927 0.00019 0.02000 0.10000 0.00126 -0.00001 0.00000 0.00657 0.00122 0.00842 0.00078 0.00021 0.00183 0.00142 0.01226 0.09976 0.99960 -0.00346 0.02811 -0.00346 0.97023 0.24216 -0.02811 -0.24216 0.96983
0.20000 0.00624 -0.00091 0.00558 0.09931 0.00025 0.02000 0.10000 0.00126 -0.00002 0.00000 0.00802 0.00107 0.00794 0.00118 0.00027 0.00223 0.00178 0.01494 0.09967 0.99937 -0.00525 0.03502 -0.00525 0.95607 0.29310 -0.03502 -0.29310 0.95544
0.25000 0.00647 -0.00089 0.00676 0.09936 0.00031 0.02000 0.10000 0.00126 -0.00002 0.00000 0.00876 0.00088 0.00733 0.00162 0.00031 0.00260 0.00208 0.01742 0.09957 0.99915 -0.00710 0.04060 -0.00710 0.94061 0.33943 -0.04060 -0.33943 0.93976
0.30000 0.00651 -0.00047 0.00795 0.09934 0.00038 0.02000 0.10000 0.00126 -0.00002 0.00000 0.00913 0.00090 0.00666 0.00207 0.00036 0.00293 0.00239 0.01969 0.09946 0.99889 -0.00915 0.04622 -0.00915 0.92461 0.38081 -0.04622 -0.38081 0.92350
0.35000 0.00642 -0.00006 0.00932 0.09940 0.00044 0.02000 0.10000 0.00126 -0.00003 0.00000 0.00934 0.00071 0.00599 0.00254 0.00039 0.00323 0.00263 0.02174 0.09935 0.99866 -0.01106 0.05054 -0.01106 0.90866 0.41740 -0.05054 -0.41740 0.90732
0.40000 0.00655 0.00015 0.01086 0.09932 0.00050 0.01999 0.10000 0.00126 -0.00003 0.00000 0.00899 0.00052 0.00525 0.00299 0.00042 0.00349 0.00281 0.02355 0.09925 0.99848 -0.01273 0.05363 -0.01273 0.89348 0.44892 -0.05363 -0.44892 0.89196
0.45000 0.00645 0.00034 0.01224 0.09940 0.00057 0.01999 0.10000 0.00126 -0.00004 0.00000 0.00860 0.00045 0.00443 0.00342 0.00044 0.00372 0.00297 0.02509 0.09918 0.99832 -0.01422 0.05622 -0.01422 0.87984 0.47505 -0.05622 -0.47505 0.87816
0.50000 0.00658 0.00050 0.01373 0.09942 0.00063 0.01999 0.10000 0.00126 -0.00004 0.00000 0.00772 0.00038 0.00372 0.00381 0.00046 0.00390 0.00310 0.02638 0.09913 0.99817 -0.01555 0.05841 -0.01555 0.86780 0.49666 -0.05841 -0.49666 0.86597
0.55000 0.00694 0.00084 0.01513 0.09932 0.00069 0.01999 0.10000 0.00126 -0.00004 0.00000 0.00669 0.00033 0.00296 0.00414 0.00048 0.00405 0.00322 0.02743 0.09909 0.99804 -0.01669 0.06031 -0.01669 0.85783 0.51365 -0.06031 -0.51365 0.85587
0.60000 0.00678 0.00102 0.01654 0.09919 0.00075 0.01999 0.10000 0.00126 -0.00005 0.00000 0.00588 0.00019 0.00225 0.00443 0.00048 0.00416 0.00329 0.02823 0.09909 0.99796 -0.01748 0.06135 -0.01748 0.85004 0.52643 -0.06135 -0.52643 0.84800
0.65000 0.00696 0.00110 0.01781 0.09926 0.00082 0.01998 0.10000 0.00126 -0.00005 0.00000 0.00501 0.00013 0.00153 0.00469 0.00049 0.00424 0.00334 0.02879 0.09913 0.99791 -0.01803 0.06207 -0.01803 0.84462 0.53507 -0.06207 -0.53507 0.84252
0.70000 0.00672 0.00122 0.01897 0.09944 0.00088 0.01998 0.10000 0.00126 -0.00006 0.00000 0.00372 0.00013 0.00092 0.00487 0.00050 0.00428 0.00339 0.02914 0.09919 0.99786 -0.01845 0.06280 -0.01845 0.84130 0.54025 -0.06280 -0.54025 0.83916
0.75000 0.00693 0.00158 0.02007 0.09949 0.00094 0.01998 0.10000 0.00126 -0.00006 0.00000 0.00223 0.00011 0.00039 0.00498 0.00050 0.00430 0.00343 0.02929 0.09924 0.99781 -0.01873 0.06344 -0.01873 0.83989 0.54242 -0.06344 -0.54242 0.83770
0.80000 0.00715 0.00176 0.02110 0.09938 0.00100 0.01997 0.10000 0.00126 -0.00006 0.00000 0.00107 -0.00004 -0.00013 0.00504 0.00050 0.00430 0.00341 0.02927 0.09931 0.99783 -0.01863 0.06321 -0.01863 0.84036 0.54170 -0.06321 -0.54170 0.83819
0.85000 0.00666 0.00177 0.02194 0.09936 0.00107 0.01997 0.10000 0.00125 -0.00007 0.00000 0.00034 -0.00010 -0.00063 0.00505 0.00050 0.00427 0.00338 0.02907 0.09941 0.99787 -0.01832 0.06264 -0.01832 0.84265 0.53815 -0.06264 -0.53815 0.84051
0.90000 0.00710 0.00185 0.02272 0.09933 0.00113 0.01997 0.10000 0.00125 -0.00007 0.00000 -0.00039 -0.00007 -0.00104 0.00503 0.00049 0.00421 0.00336 0.02872 0.09952 0.99790 -0.01798 0.06229 -0.01798 0.84637 0.53228 -0.06229 -0.53228 0.84427
0.95000 0.00686 0.00202 0.02349 0.09934 0.00119 0.01996 0.10000 0.00125 -0.00007 0.00000 -0.00101 -0.00007 -0.00142 0.00498 0.00049 0.00414 0.00334 0.02825 0.09965 0.99793 -0.01756 0.06193 -0.01756 0.85137 0.52427 -0.06193 -0.52427 0.84930
1.00000 0.00681 0.00213 0.02384 0.09937 0.00126 0.01996 0.10000 0.00125 -0.00008 0.00000 -0.00168 -0.00013 -0.00179 0.00490 0.00048 0.00405 0.00330 0.02765 0.09980 0.99798 -0.01697 0.06127 -0.01697 0.85758 0.51407 -0.06127 -0.51407 0.85556
1.05000 0.00668 0.00218 0.02436 0.09932 0.00132 0.01996 0.10000 0.00125 -0.00008 0.00000 -0.00199 -0.00015 -0.00196 0.00480 0.00048 0.00395 0.00325 0.02699 0.09994 0.99804 -0.01633 0.06047 -0.01633 0.86422 0.50285 -0.06047 -0.50285 0.86226
