0.00000 0.00005 -0.00189 0.00254 0.10103 0.00000 0.02000 0.10000 0.00126 -0.00000 0.00000 -0.00000 0.00027 0.01050 -0.00000 0.00001 0.00053 0.00009 0.00350 0.09992 1.00000 -0.00006 0.00179 -0.00006 0.99755 0.06997 -0.00179 -0.06997 0.99755
0.05000 0.00860 -0.00179 0.00300 0.10082 0.00006 0.02000 0.10000 0.00126 -0.00000 0.00000 -0.00052 0.00130 0.00918 -0.00003 0.00008 0.00098 0.00052 0.00655 0.09969 0.99995 -0.00068 0.01041 -0.00068 0.99140 0.13086 -0.01041 -0.13086 0.99135
0.10000 0.00903 -0.00149 0.00346 0.10070 0.00013 0.02000 0.10000 0.00126 -0.00001 0.00000 0.00169 0.00128 0.00894 0.00006 0.00014 0.00143 0.00095 0.00952 0.09945 0.99982 -0.00180 0.01884 -0.00180 0.98184 0.18971 -0.01884 -0.18971 0.98166
0.15000 0.00944 -0.00131 0.00439 0.10052 0.00019 0.02000 0.10000 0.00126 -0.00001 0.00000 0.00351 0.00115 0.00868 0.00023 0.00020 0.00187 0.00133 0.01240 0.09919 0.99965 -0.00330 0.02636 -0.00330 0.96922 0.24618 -0.02636 -0.24618 0.96887
0.20000 0.00736 -0.00097 0.00535 0.10046 0.00025 0.02000 0.10000 0.00126 -0.00002 0.00000 0.00515 0.00109 0.00816 0.00049 0.00025 0.00227 0.00169 0.01511 0.09894 0.99943 -0.00509 0.03335 -0.00509 0.95441 0.29846 -0.03335 -0.29846 0.95384
0.25000 0.00712 -0.00052 0.00651 0.10041 0.00031 0.02000 0.10000 0.00126 -0.00002 0.00000 0.00624 0.00093 0.00761 0.00080 0.00030 0.00265 0.00200 0.01765 0.09869 0.99920 -0.00702 0.03925 -0.00702 0.93804 0.34644 -0.03925 -0.34644 0.93725
0.30000 0.00722 -0.00027 0.00786 0.10012 0.00038 0.02000 0.10000 0.00126 -0.00002 0.00000 0.00689 0.00073 0.00696 0.00115 0.00034 0.00300 0.00224 0.01997 0.09843 0.99900 -0.00888 0.04375 -0.00888 0.92097 0.38953 -0.04375 -0.38953 0.91997
0.35000 0.00722 0.00001 0.00940 0.09991 0.00044 0.02000 0.10000 0.00126 -0.00003 0.00000 0.00771 0.00062 0.00619 0.00153 0.00037 0.00331 0.00245 0.02205 0.09823 0.99881 -0.01067 0.04751 -0.01067 0.90411 0.42716 -0.04751 -0.42716 0.90293
0.40000 0.00723 0.00020 0.01094 0.09965 0.00050 0.01999 0.10000 0.00126 -0.00003 0.00000 0.00791 0.00050 0.00534 0.00193 0.00039 0.00358 0.00262 0.02385 0.09806 0.99865 -0.01228 0.05047 -0.01228 0.88834 0.45901 -0.05047 -0.45901 0.88699
0.45000 0.00701 0.00047 0.01222 0.09960 0.00057 0.01999 0.10000 0.00126 -0.00004 0.00000 0.00792 0.00044 0.00449 0.00232 0.00042 0.00380 0.00277 0.02538 0.09795 0.99850 -0.01373 0.05299 -0.01373 0.87421 0.48535 -0.05299 -0.48535 0.87271
